<<<<<<< HEAD
entry	name	orthology	orthology_name
ko00280 	"Valine, leucine and isoleucine degradation"	K00140  	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00128  	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]				
ko00280 	"Valine, leucine and isoleucine degradation"	K14085  	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00149  	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00157  	aldehyde oxidase [EC:1.2.3.1]				
ko00280 	"Valine, leucine and isoleucine degradation"	K18660  	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]				
ko00280 	"Valine, leucine and isoleucine degradation"	K18661  	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00822  	beta-alanine--pyruvate transaminase [EC:2.6.1.18]				
ko00280 	"Valine, leucine and isoleucine degradation"	K07250  	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]				
ko00280 	"Valine, leucine and isoleucine degradation"	K13524  	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00827  	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01968  	3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01969  	3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]				
ko00280 	"Valine, leucine and isoleucine degradation"	K05607  	methylglutaconyl-CoA hydratase [EC:4.2.1.18]				
ko00280 	"Valine, leucine and isoleucine degradation"	K13766  	methylglutaconyl-CoA hydratase [EC:4.2.1.18]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01640  	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01027  	3-oxoacid CoA-transferase [EC:2.8.3.5]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01028  	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01029  	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01907  	acetoacetyl-CoA synthetase [EC:6.2.1.16]				
ko00280 	"Valine, leucine and isoleucine degradation"	K00626  	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]				
ko00280 	"Valine, leucine and isoleucine degradation"	K01641  	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]				
ko00350	Tyrosine metabolism	K14454  	"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"				
ko00350	Tyrosine metabolism	K14455  	"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"				
ko00350	Tyrosine metabolism	K00811  	"aspartate aminotransferase, chloroplastic [EC:2.6.1.1]"				
ko00350	Tyrosine metabolism	K00812  	aspartate aminotransferase [EC:2.6.1.1]				
ko00350	Tyrosine metabolism	K00813  	aspartate aminotransferase [EC:2.6.1.1]				
ko00350	Tyrosine metabolism	K11358  	aspartate aminotransferase [EC:2.6.1.1]				
ko00350	Tyrosine metabolism	K15849  	bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]				
ko00350	Tyrosine metabolism	K00815  	tyrosine aminotransferase [EC:2.6.1.5]				
ko00350	Tyrosine metabolism	K00817  	histidinol-phosphate aminotransferase [EC:2.6.1.9]				
ko00350	Tyrosine metabolism	K00832  	aromatic-amino-acid transaminase [EC:2.6.1.57]				
ko00350	Tyrosine metabolism	K00838  	aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]				
ko00350	Tyrosine metabolism	K05821  	aromatic amino acid aminotransferase II [EC:2.6.1.58 2.6.1.28]				
ko00350	Tyrosine metabolism	K00270  	phenylalanine dehydrogenase [EC:1.4.1.20]				
ko00350	Tyrosine metabolism	K03334  	L-amino-acid oxidase [EC:1.4.3.2]				
ko00350	Tyrosine metabolism	K00457  	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]				
ko00350	Tyrosine metabolism	K00451  	"homogentisate 1,2-dioxygenase [EC:1.13.11.5]"				
ko00350	Tyrosine metabolism	K01800  	maleylacetoacetate isomerase [EC:5.2.1.2]				
ko00350	Tyrosine metabolism	K01555  	fumarylacetoacetase [EC:3.7.1.2]				
ko00350	Tyrosine metabolism	K16171  	fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]				
ko00350	Tyrosine metabolism	K00422  	polyphenol oxidase [EC:1.10.3.1]				
ko00350	Tyrosine metabolism	K00505  	tyrosinase [EC:1.14.18.1]				
ko00350	Tyrosine metabolism	K00501  	tyrosine 3-monooxygenase [EC:1.14.16.2]				
ko00350	Tyrosine metabolism	K24287  	L-tyrosine peroxygenase [EC:1.11.2.6]				
ko00350	Tyrosine metabolism	K01827  	dopachrome tautomerase [EC:5.3.3.12]				
ko00350	Tyrosine metabolism	K22203  	dopachrome tautomerase [EC:5.3.3.12]				
ko00350	Tyrosine metabolism	K00506  	tyrosinase-related protein 1 [EC:1.14.18.-]				
ko00350	Tyrosine metabolism	K22329  	tyrosine decarboxylase [EC:4.1.1.25]				
ko00350	Tyrosine metabolism	K01592  	tyrosine decarboxylase [EC:4.1.1.25]				
ko00350	Tyrosine metabolism	K22330  	tyrosine decarboxylase [EC:4.1.1.25]				
ko00350	Tyrosine metabolism	K18933  	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]				
ko00350	Tyrosine metabolism	K01593  	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]				
ko00350	Tyrosine metabolism	K00503  	dopamine beta-monooxygenase [EC:1.14.17.1]				
ko00350	Tyrosine metabolism	K00553  	phenylethanolamine N-methyltransferase [EC:2.1.1.28]				
ko00350	Tyrosine metabolism	K00545  	catechol O-methyltransferase [EC:2.1.1.6]				
ko00350	Tyrosine metabolism	K00274  	monoamine oxidase [EC:1.4.3.4]				
ko00350	Tyrosine metabolism	K00276  	primary-amine oxidase [EC:1.4.3.21]				
ko00350	Tyrosine metabolism	K13371  	aralkylamine dehydrogenase light chain [EC:1.4.9.2]				
ko00350	Tyrosine metabolism	K13372  	aralkylamine dehydrogenase heavy chain [EC:1.4.9.2]				
ko00350	Tyrosine metabolism	K25271  	tyramine oxidase subunit A [EC:1.4.3.-]				
ko00350	Tyrosine metabolism	K25272  	tyramine oxidase subunit B [EC:1.4.3.-]				
ko00350	Tyrosine metabolism	K01618  	"3,4-dihydroxyphenylacetaldehyde synthase [EC:4.1.1.107]"				
ko00350	Tyrosine metabolism	K00129  	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]				
ko00350	Tyrosine metabolism	K00146  	phenylacetaldehyde dehydrogenase [EC:1.2.1.39]				
ko00350	Tyrosine metabolism	K13951  	alcohol dehydrogenase 1/7 [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K13980  	alcohol dehydrogenase 4 [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K00121  	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]				
ko00350	Tyrosine metabolism	K13952  	alcohol dehydrogenase 6 [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K04072  	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]				
ko00350	Tyrosine metabolism	K13953  	"alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"				
ko00350	Tyrosine metabolism	K13954  	alcohol dehydrogenase [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K18857  	alcohol dehydrogenase class-P [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K00001  	alcohol dehydrogenase [EC:1.1.1.1]				
ko00350	Tyrosine metabolism	K22327  	4-hydroxyphenylacetaldehyde synthase [EC:4.1.1.108]				
ko00350	Tyrosine metabolism	K00483  	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]				
ko00350	Tyrosine metabolism	K23492  	4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]				
ko00350	Tyrosine metabolism	K16901  	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]				
ko00350	Tyrosine metabolism	K00484  	flavin reductase (NADH) [EC:1.5.1.36]				
ko00350	Tyrosine metabolism	K23470  	"4-hydroxyphenylacetate 3-hydroxylase, reductase component [EC:1.5.1.36]"				
ko00350	Tyrosine metabolism	K16902  	FAD reductase [NAD(P)H] [EC:1.5.1.45]				
ko00350	Tyrosine metabolism	K00455  	"3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15]"				
ko00350	Tyrosine metabolism	K00151  	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]				
ko00350	Tyrosine metabolism	K10219  	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]				
ko00350	Tyrosine metabolism	K01826  	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]				
ko00350	Tyrosine metabolism	K05921  	"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]"				
ko00350	Tyrosine metabolism	K02509  	"2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]"				
ko00350	Tyrosine metabolism	K02510  	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]				
ko00350	Tyrosine metabolism	K00135  	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]				
ko00350	Tyrosine metabolism	K01668  	tyrosine phenol-lyase [EC:4.1.99.2]				
ko00350	Tyrosine metabolism	K10774  	tyrosine ammonia-lyase [EC:4.3.1.23]				
ko00350	Tyrosine metabolism	K00431  	thyroid peroxidase [EC:1.11.1.8]				
ko00350	Tyrosine metabolism	K00055  	aryl-alcohol dehydrogenase [EC:1.1.1.90]				
ko00350	Tyrosine metabolism	K00157  	aldehyde oxidase [EC:1.2.3.1]				
ko00350	Tyrosine metabolism	K00450  	"gentisate 1,2-dioxygenase [EC:1.13.11.4]"				
ko00350	Tyrosine metabolism	K01801  	maleylpyruvate isomerase [EC:5.2.1.4]				
ko00350	Tyrosine metabolism	K16163  	maleylpyruvate isomerase [EC:5.2.1.4]				
ko00350	Tyrosine metabolism	K01557  	acylpyruvate hydrolase [EC:3.7.1.5]				
ko00350	Tyrosine metabolism	K16164  	acylpyruvate hydrolase [EC:3.7.1.5]				
ko00350	Tyrosine metabolism	K16165  	fumarylpyruvate hydrolase [EC:3.7.1.20]				
ko00350	Tyrosine metabolism	K20758  	maleylpyruvate hydrolase [EC:3.7.1.23]				
ko00350	Tyrosine metabolism	K07253  	phenylpyruvate tautomerase [EC:5.3.2.1]				
ko00350	Tyrosine metabolism	K23109  	aromatic 2-oxoacid reductase [EC:1.1.1.110]				
ko00350	Tyrosine metabolism	K18606  	hydroxyphenylpyruvate reductase [EC:1.1.1.237]				
ko00350	Tyrosine metabolism	K13574  	hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]				
ko00350	Tyrosine metabolism	K21425  	rosmarinate synthase [EC:2.3.1.140]				
ko00380       	Tryptophan metabolism	K00453  	"tryptophan 2,3-dioxygenase [EC:1.13.11.11]"				
ko00380       	Tryptophan metabolism	K00463  	"indoleamine 2,3-dioxygenase [EC:1.13.11.52]"				
ko00380       	Tryptophan metabolism	K01432  	arylformamidase [EC:3.5.1.9]				
ko00380       	Tryptophan metabolism	K14263  	kynurenine formamidase [EC:3.5.1.9]				
ko00380       	Tryptophan metabolism	K07130  	arylformamidase [EC:3.5.1.9]				
ko00380       	Tryptophan metabolism	K00486  	kynurenine 3-monooxygenase [EC:1.14.13.9]				
ko00380       	Tryptophan metabolism	K01556  	kynureninase [EC:3.7.1.3]				
ko00380       	Tryptophan metabolism	K16901  	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.8 1.14.14.9]				
ko00380       	Tryptophan metabolism	K16902  	FAD reductase [NAD(P)H] [EC:1.5.1.45]				
ko00380       	Tryptophan metabolism	K00452  	"3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]"				
ko00380       	Tryptophan metabolism	K03392  	aminocarboxymuconate-semialdehyde decarboxylase [EC:4.1.1.45]				
ko00380       	Tryptophan metabolism	K23234  	aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]				
ko00380       	Tryptophan metabolism	K10217  	aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]				
ko00380       	Tryptophan metabolism	K15067  	2-aminomuconate deaminase [EC:3.5.99.5]				
ko00380       	Tryptophan metabolism	K15791  	2-oxoadipate dehydrogenase E1 component [EC:1.2.4.-]				
ko00380       	Tryptophan metabolism	K00658  	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]				
ko00380       	Tryptophan metabolism	K00382  	dihydrolipoyl dehydrogenase [EC:1.8.1.4]				
ko00380       	Tryptophan metabolism	K00252  	glutaryl-CoA dehydrogenase [EC:1.3.8.6]				
ko00380       	Tryptophan metabolism	K01692  	enoyl-CoA hydratase [EC:4.2.1.17]				
ko00380       	Tryptophan metabolism	K01825  	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]				
ko00380       	Tryptophan metabolism	K01782  	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]				
ko00380       	Tryptophan metabolism	K07515  	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]				
ko00380       	Tryptophan metabolism	K07514  	"enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"				
ko00380       	Tryptophan metabolism	K07511  	enoyl-CoA hydratase [EC:4.2.1.17]				
ko00380       	Tryptophan metabolism	K00022  	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]				
ko00380       	Tryptophan metabolism	K00626  	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]				
ko00380       	Tryptophan metabolism	K00816  	kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]				
ko00380       	Tryptophan metabolism	K00825  	kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]				
ko00380       	Tryptophan metabolism	K14264  	kynurenine aminotransferase [EC:2.6.1.7]				
ko00380       	Tryptophan metabolism	K01667  	tryptophanase [EC:4.1.99.1]				
ko00380       	Tryptophan metabolism	K00502  	tryptophan 5-monooxygenase [EC:1.14.16.4]				
ko00380       	Tryptophan metabolism	K01593  	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]				
ko00380       	Tryptophan metabolism	K22433  	L-tryptophan decarboxylase [EC:4.1.1.105]				
ko00380       	Tryptophan metabolism	K24541  	tryptamine 5-hydroxylase [EC:1.14.-.-]				
ko00380       	Tryptophan metabolism	K00274  	monoamine oxidase [EC:1.4.3.4]				
ko00380       	Tryptophan metabolism	K00128  	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]				
ko00380       	Tryptophan metabolism	K14085  	aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]				
ko00380       	Tryptophan metabolism	K00149  	aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]				
ko00380       	Tryptophan metabolism	K00157  	aldehyde oxidase [EC:1.2.3.1]				
ko00380       	Tryptophan metabolism	K00543  	acetylserotonin O-methyltransferase [EC:2.1.1.4]				
ko00380       	Tryptophan metabolism	K00669  	arylalkylamine N-acetyltransferase [EC:2.3.1.87]				
ko00380       	Tryptophan metabolism	K22450  	aralkylamine N-acetyltransferase [EC:2.3.1.87]				
ko00380       	Tryptophan metabolism	K22588  	"acetylserotonin O-methyltransferase, plant [EC:2.1.1.4]"				
ko00380       	Tryptophan metabolism	K13066  	caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4]				
ko00380       	Tryptophan metabolism	K07408  	cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]				
ko00380       	Tryptophan metabolism	K07409  	cytochrome P450 family 1 subfamily A2 [EC:1.14.14.1]				
ko00380       	Tryptophan metabolism	K07410  	cytochrome P450 family 1 subfamily B1 [EC:1.14.14.1]				
ko00380       	Tryptophan metabolism	K14338  	cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4]				
ko00380       	Tryptophan metabolism	K00562  	methyltransferase [EC:2.1.1.49 2.1.1.96]				
ko00380       	Tryptophan metabolism	K11812  	tryptophan N-monooxygenase [EC:1.14.14.156]				
ko00380       	Tryptophan metabolism	K11813  	tryptophan N-monooxygenase [EC:1.14.14.156]				
ko00380       	Tryptophan metabolism	K11816  	indole-3-pyruvate monooxygenase [EC:1.14.13.168]				
ko00380       	Tryptophan metabolism	K03334  	L-amino-acid oxidase [EC:1.4.3.2]				
ko00380       	Tryptophan metabolism	K14265  	tryptophan aminotransferase [EC:2.6.1.27]				
ko00380       	Tryptophan metabolism	K00838  	aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]				
ko00380       	Tryptophan metabolism	K16903  	L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]				
ko00380       	Tryptophan metabolism	K00837  	aromatic aminotransferase [EC:2.6.1.-]				
ko00380       	Tryptophan metabolism	K23109  	aromatic 2-oxoacid reductase [EC:1.1.1.110]				
ko00380       	Tryptophan metabolism	K04103  	indolepyruvate decarboxylase [EC:4.1.1.74]				
ko00380       	Tryptophan metabolism	K11182  	diamine oxidase [EC:1.4.3.22]				
ko00380       	Tryptophan metabolism	K11868  	indoleacetaldoxime dehydratase [EC:4.8.1.3]				
ko00380       	Tryptophan metabolism	K11817  	indole-3-acetaldehyde oxidase [EC:1.2.3.7]				
ko00380       	Tryptophan metabolism	K22417  	benzaldehyde dehydrogenase (NAD+) / indole-3-acetaldehyde oxidase [EC:1.2.1.28 1.2.3.7]				
ko00380       	Tryptophan metabolism	K01501  	nitrilase [EC:3.5.5.1]				
ko00380       	Tryptophan metabolism	K01721  	nitrile hydratase subunit alpha [EC:4.2.1.84]				
ko00380       	Tryptophan metabolism	K20807  	nitrile hydratase subunit beta [EC:4.2.1.84]				
ko00380       	Tryptophan metabolism	K00466  	tryptophan 2-monooxygenase [EC:1.13.12.3]				
ko00380       	Tryptophan metabolism	K01426  	amidase [EC:3.5.1.4]				
ko00380       	Tryptophan metabolism	K21801  	indoleacetamide hydrolase [EC:3.5.1.-]				
ko00380       	Tryptophan metabolism	K11818  	aromatic aldoxime N-monooxygenase [EC:1.14.14.45]				
ko00380       	Tryptophan metabolism	K11819  	S-alkyl-thiohydroximate lyase SUR1 [EC:4.4.1.-]				
ko00380       	Tryptophan metabolism	K11820  	N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195]				
ko00380       	Tryptophan metabolism	K11821  	aromatic desulfoglucosinolate sulfotransferase [EC:2.8.2.24]				
ko00380       	Tryptophan metabolism	K01237  	myrosinase [EC:3.2.1.147]				
ko00380       	Tryptophan metabolism	K03781  	catalase [EC:1.11.1.6]				
ko00380       	Tryptophan metabolism	K03782  	catalase-peroxidase [EC:1.11.1.21]				
ko00380       	Tryptophan metabolism	K20219  	o-aminophenol oxidase [EC:1.10.3.4]				
ko00380       	Tryptophan metabolism	K20204  	grixazone synthase / o-aminophenol oxidase [EC:1.10.3.15 1.10.3.4]				
ko00380       	Tryptophan metabolism	K23947  	2-oxoglutarate-dependent dioxygenase [EC:1.14.11.-]				
ko00380       	Tryptophan metabolism	K23384  	indoleacetate decarboxylase [EC:4.1.1.115]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14454  	"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14455  	"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00811  	"aspartate aminotransferase, chloroplastic [EC:2.6.1.1]"				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00812  	aspartate aminotransferase [EC:2.6.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00813  	aspartate aminotransferase [EC:2.6.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K11358  	aspartate aminotransferase [EC:2.6.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K03334  	L-amino-acid oxidase [EC:1.4.3.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00278  	L-aspartate oxidase [EC:1.4.3.16]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01779  	aspartate racemase [EC:5.1.1.13]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00272  	D-aspartate oxidase [EC:1.4.3.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01424  	L-asparaginase [EC:3.5.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K13051  	L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K05597  	glutamin-(asparagin-)ase [EC:3.5.1.38]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01914  	aspartate--ammonia ligase [EC:6.3.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01953  	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K22457  	asparagine---oxo-acid transaminase [EC:2.6.1.14]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K13566  	omega-amidase [EC:3.5.1.3]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K09758  	aspartate 4-decarboxylase [EC:4.1.1.12]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00814  	alanine transaminase [EC:2.6.1.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14260  	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00830  	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00827  	alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14272  	glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00259  	alanine dehydrogenase [EC:1.4.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K19244  	alanine dehydrogenase [EC:1.4.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01744  	aspartate ammonia-lyase [EC:4.3.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01940  	argininosuccinate synthase [EC:6.3.4.5]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01755  	argininosuccinate lyase [EC:4.3.2.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14681  	argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01939  	adenylosuccinate synthase [EC:6.3.4.4]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01756  	adenylosuccinate lyase [EC:4.3.2.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K18309  	aspartate N-acetyltransferase [EC:2.3.1.17]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K18310  	beta-citrylglutamate/N-acetylaspartylglutamate synthase [EC:6.3.1.17 6.3.2.41]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K18311  	N-acetylaspartylglutamate/N-acetylaspartylglutamylglutamate synthase [EC:6.3.2.41 6.3.2.42]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14592  	glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01437  	aspartoacylase [EC:3.5.1.15]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00609  	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00610  	aspartate carbamoyltransferase regulatory subunit				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00608  	aspartate carbamoyltransferase [EC:2.1.3.2]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K01580  	glutamate decarboxylase [EC:4.1.1.15]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00823  	4-aminobutyrate aminotransferase [EC:2.6.1.19]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K14268  	5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K07250  	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K13524  	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K16871  	4-aminobutyrate---pyruvate transaminase [EC:2.6.1.96]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00135  	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00139  	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K17761  	"succinate-semialdehyde dehydrogenase, mitochondrial [EC:1.2.1.24]"				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K08324  	succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]				
ko00250  	"Alanine, aspartate and glutamate metabolism"	K00264  	glutamate synthase (NADH) [EC:1.4.1.14]				
